rooms,sq_m,floor,floors_all,year,price,area1,area2,area3,area4,area5,area6,area7,area8
-0.18068125619664824,0.3562342021074228,1.0441220095151855,2.541301551719376,0.7452912512381843,0.044154826439017705,1,0,0,0,0,0,0,0
-0.18068125619664824,-0.6357936625668197,-0.7199281343874507,-1.2391174308114223,-1.8184152817936323,-0.40187012244656223,0,0,0,0,0,0,1,0
1.8393546161739442,0.46645952040456085,0.1620969375638674,-0.5719846691883402,-0.8026070328564975,0.03890747409918736,0,0,1,0,0,0,0,0
0.829336679988648,0.40583559534113484,0.45610529488097346,0.3175256796424359,0.8904067153720607,-0.12638412460546872,0,0,0,0,0,0,0,1
2.8493725523592404,1.5687127033759414,0.1620969375638674,-0.5719846691883402,-1.1412097825022092,1.4740583390427886,0,0,0,0,1,0,0,0
0.829336679988648,-0.004753715315704399,0.1620969375638674,0.3175256796424359,-0.8026070328564975,0.2540489200322318,1,0,0,0,0,0,0,0
0.829336679988648,0.4113468612559918,1.0441220095151855,0.9846584412655179,1.083894000883896,1.0280333901572087,0,0,1,0,0,0,0,0
0.829336679988648,0.30112154295885374,-1.0139364917045568,0.3175256796424359,-0.27051699769895066,0.031036445589441828,1,0,0,0,0,0,0,0
0.829336679988648,-0.06537764037913021,-0.42591977707034473,-0.5719846691883402,-0.7542352114785387,-0.07391060120716521,0,0,1,0,0,0,0,0
1.8393546161739442,0.8880713628911138,-0.13191141975323867,0.3175256796424359,-0.5607479259667034,0.6606924896073849,0,0,0,0,1,0,0,0
-0.18068125619664824,-0.1645804268465545,-0.7199281343874507,-0.5719846691883402,-0.12540153356507422,-0.14737353396479014,0,1,0,0,0,0,0,0
0.829336679988648,0.19089622466171569,-0.7199281343874507,0.9846584412655179,1.035522179505937,-0.07391060120716521,0,0,0,0,0,0,0,0
-1.1906991923819445,-0.9113569583096649,-0.13191141975323867,-0.34960708198064616,0.8904067153720607,-0.6248825968893521,0,0,0,0,0,0,0,0
0.829336679988648,1.8993886582673556,1.0441220095151855,1.874168790096294,0.7452912512381843,0.1753386349347765,0,0,0,0,0,1,0,0
0.829336679988648,0.7144664865731215,-0.13191141975323867,0.3175256796424359,0.8904067153720607,0.07039158813816947,0,0,0,1,0,0,0,0
0.829336679988648,1.2931494076330963,0.7501136521980796,0.3175256796424359,0.8904067153720607,2.339871475114797,0,0,0,0,1,0,0,0
0.829336679988648,0.8798044640188285,-1.0139364917045568,-0.5719846691883402,-0.6091197473446622,0.08350996898774535,0,0,0,1,0,0,0,0
-0.18068125619664824,1.0175861118902512,1.9261470814665038,1.429413615680906,0.30994485883655504,0.4245878710767182,0,0,1,0,0,0,0,0
1.8393546161739442,1.2931494076330963,0.45610529488097346,0.3175256796424359,0.8904067153720607,0.555771679572477,0,0,0,1,0,0,0,0
-0.18068125619664824,-0.22244871895255203,1.9261470814665038,1.207036028473212,1.1806376436398136,-0.06079222035758933,0,1,0,0,0,0,0,0
-1.1906991923819445,-0.8562442991610959,-1.0139364917045568,-0.5719846691883402,-0.6091197473446622,-0.5726714411080401,0,0,0,1,0,0,0,0
1.8393546161739442,1.6431147932265098,2.5141637961007155,1.874168790096294,1.1806376436398136,1.6314789092376991,0,0,1,0,0,0,0,0
-0.18068125619664824,0.05311457679029312,-0.42591977707034473,0.5399032668501299,1.1806376436398136,-0.24444955225165166,0,0,0,0,0,1,0,0
-1.1906991923819445,-0.8286879695868113,-0.13191141975323867,-0.7943622563960342,-0.5123761045887446,-0.5461723117918968,0,1,0,0,0,0,0,0
0.829336679988648,0.5601510409571283,1.9261470814665038,0.9846584412655179,1.035522179505937,0.6266109361601868,0,0,1,0,0,0,0,0
-1.1906991923819445,-0.9664696174582339,-0.42591977707034473,-0.7943622563960342,-1.431440710769962,-0.6143878922096915,0,0,1,0,0,0,0,0
-1.1906991923819445,-0.6357936625668197,-0.13191141975323867,0.3175256796424359,0.9871503581279784,-0.4936987883935934,0,0,0,0,0,0,0,1
0.829336679988648,1.2022135200379573,0.1620969375638674,-0.5719846691883402,-0.8993506756124151,0.9230863433606017,0,0,0,0,1,0,0,0
1.8393546161739442,2.712300380708749,4.866230654637564,7.655986057496339,0.9387785367500195,2.6809493772037696,0,0,0,0,1,0,0,0
0.829336679988648,0.314899707745996,-0.7199281343874507,0.3175256796424359,-0.3188888190769094,0.1884569895475907,1,0,0,0,0,0,0,0
-0.18068125619664824,-0.5806810034182507,-0.13191141975323867,-0.7943622563960342,-1.1412097825022092,-0.1395025054550446,1,0,0,0,0,0,0,0
0.829336679988648,-0.029554411932560424,-0.7199281343874507,-0.7943622563960342,-1.2379534252581268,-0.10014736290631697,0,1,0,0,0,0,0,0
-0.18068125619664824,0.42236939308570576,3.984205582686246,2.318923964511682,0.8904067153720607,0.4770613944750217,0,0,1,0,0,0,0,0
-1.1906991923819445,-0.59997043412025,-1.0139364917045568,-1.0167398436037283,-1.1412097825022092,-0.6248825968893521,0,0,0,1,0,0,0,0
-1.1906991923819445,-0.44841062146168514,4.572222297320458,2.9860567261347644,1.1806376436398136,0.10974673068689711,1,0,0,0,0,0,0,0
-1.1906991923819445,-0.7515302467788147,-0.42591977707034473,0.3175256796424359,1.035522179505937,-0.10277103907623214,0,0,1,0,0,0,0,0
-0.18068125619664824,-0.5200570783548247,0.1620969375638674,-0.5719846691883402,-1.1412097825022092,-0.2969230756499552,0,0,1,0,0,0,0,0
-1.1906991923819445,-0.8645111980333813,-0.42591977707034473,-0.5719846691883402,-0.9960943183683327,-0.36251497989783454,1,0,0,0,0,0,0,0
