rooms,sq_m,floor,floors_all,year,price,area1,area2,area3,area4,area5,area6,area7,area8
-0.18406724583231301,0.3606176978639111,1.0485681199033654,2.5396469536109105,0.7517767185681072,0.04927983695199021,1,0,0,0,0,0,0,0
-0.18406724583231301,-0.6390519517926583,-0.7172290844440226,-1.2422261760144007,-1.8177086896001795,-0.43261787096698606,0,0,0,0,0,0,1,0
-0.18406724583231301,0.19400608958781623,2.8143653242507534,2.0947207030667565,0.8487384320838915,0.20518791892577665,0,1,0,0,0,0,0,0
0.8279984634069557,0.41060118034673954,0.45996905178756947,0.3150157008901393,0.8972192888417838,-0.13497516901703013,0,0,0,0,0,0,0,1
-1.1961329550715818,-1.4443413917937835,-0.42292955038612456,-0.5748368001981693,-0.7996106976844433,-0.9570359648788133,0,1,0,0,0,0,0,0
0.8279984634069557,-0.0031509802055627633,0.16566951772967145,0.3150157008901393,-0.7996106976844433,0.2760552289138614,1,0,0,0,0,0,0,0
0.8279984634069557,-0.06424190324013077,-0.42292955038612456,-0.5748368001981693,-0.7511298409265511,-0.07828132102656234,0,0,1,0,0,0,0,0
1.8400641726462243,0.8965517044853496,-0.12863001632822654,0.3150157008901393,-0.5572064138949823,0.7154042039159916,0,0,0,0,1,0,0,0
0.8279984634069557,0.19400608958781623,-0.7172290844440226,0.9824050767063707,1.0426618591154604,-0.07828132102656234,0,0,0,0,0,0,0,0
0.8279984634069557,1.249212942003084,0.45996905178756947,0.3150157008901393,1.188104429389137,2.146952212599299,0,0,1,0,0,0,0,0
0.8279984634069557,1.9156593751074638,1.0485681199033654,1.8722575777946793,0.7517767185681072,0.19101445692815971,0,0,0,0,0,1,0,0
0.8279984634069557,0.7216095157954501,-0.12863001632822654,0.3150157008901393,0.8972192888417838,0.07762676094722411,0,0,0,1,0,0,0,0
0.8279984634069557,1.3047501447617822,0.7542685858454675,0.3150157008901393,0.8972192888417838,2.5296356865349563,0,0,0,0,1,0,0,0
0.8279984634069557,0.888221124071545,-1.0115286185019206,-0.5748368001981693,-0.6056872706528744,0.09180022294484105,0,0,0,1,0,0,0,0
-0.18406724583231301,1.0270641309682906,1.9314667220770596,1.427331327250525,0.31544900774707735,0.46031023488288175,0,0,1,0,0,0,0,0
-0.18406724583231301,-0.2780601338611193,1.3428676539612634,0.3150157008901393,-0.5572064138949823,-0.22001594100273184,0,0,1,0,0,0,0,0
-0.18406724583231301,-0.222522931102421,1.9314667220770596,1.2048682019784478,1.188104429389137,-0.06410785902894539,0,1,0,0,0,0,0,0
-1.1961329550715818,-0.8612007628274514,-1.0115286185019206,-0.5748368001981693,-0.6056872706528744,-0.6171563461759587,0,0,0,1,0,0,0,0
-1.1961329550715818,-0.45300232255101885,-0.7172290844440226,-0.129910549654015,0.8487384320838915,-0.5176586429526878,0,0,0,0,0,0,0,0
-1.1961329550715818,-0.5279775462752616,2.5200657901928554,4.096888830515451,1.1396235726312447,-0.3362383293831908,1,0,0,0,0,0,0,0
1.8400641726462243,1.6574113822795165,2.5200657901928554,1.8722575777946793,1.188104429389137,1.764268738663641,0,0,1,0,0,0,0,0
-0.18406724583231301,0.05516308269107049,-0.42292955038612456,0.5374788261622164,1.188104429389137,-0.26253632699558266,0,0,0,0,0,1,0,0
-1.1961329550715818,-0.8334321614481023,-0.12863001632822654,-0.7972999254702464,-0.5087255571370901,-0.5885259529407725,0,1,0,0,0,0,0,0
0.8279984634069557,0.566105348071095,1.9314667220770596,0.9824050767063707,1.0426618591154604,0.6785815496461828,0,0,1,0,0,0,0,0
0.8279984634069557,0.19400608958781623,1.0485681199033654,0.3150157008901393,-1.187457551747581,0.48865715887811567,1,0,0,0,0,0,0,0
-1.1961329550715818,-0.9722751683448481,-0.42292955038612456,-0.7972999254702464,-1.4298618355370418,-0.6622279553283806,0,0,1,0,0,0,0,0
-1.1961329550715818,-0.6390519517926583,-0.12863001632822654,0.3150157008901393,0.9941810023575682,-0.5318321049503048,0,0,0,0,0,0,0,1
0.8279984634069557,1.21311376020993,0.16566951772967145,-0.5748368001981693,-0.8965724112002277,0.9989017907923259,0,0,0,0,1,0,0,0
0.8279984634069557,0.3994937397950001,-0.12863001632822654,-0.5748368001981693,0.8972192888417838,-0.36175056097890135,0,0,0,0,0,0,0,0
1.8400641726462243,2.7348331157982635,4.87446206265604,7.656298834868686,0.945700145599676,2.898145698472997,0,0,0,0,1,0,0,0
0.8279984634069557,0.3189647957948874,-0.7172290844440226,0.3150157008901393,-0.31480213010552127,0.20518789057885267,1,0,0,0,0,0,0,0
-0.18406724583231301,-0.58351474903396,-0.12863001632822654,-0.7972999254702464,-1.1389766949896887,-0.1491486310146471,1,0,0,0,0,0,0,0
0.8279984634069557,-0.028142721446976958,-0.7172290844440226,-0.7972999254702464,-1.2359384085054732,-0.10662824502179624,0,1,0,0,0,0,0,0
-0.18406724583231301,0.42726234117434925,3.991563460482346,2.3171838283388335,0.8972192888417838,0.5170040828733495,0,0,1,0,0,0,0,0
-1.1961329550715818,-0.6029527699995044,-1.0115286185019206,-1.0197630507423237,-1.1389766949896887,-0.6735667249264742,0,0,0,1,0,0,0,0
-1.1961329550715818,-0.4502254624130841,4.580162528598142,2.984573204155065,1.188104429389137,0.12014714694007496,1,0,0,0,0,0,0,0
0.8279984634069557,-0.11700224586089432,0.16566951772967145,-0.5748368001981693,-0.9450532679581198,-0.19450370940702133,0,0,1,0,0,0,0,0
-1.1961329550715818,-0.7556800775859247,-0.42292955038612456,0.3150157008901393,1.0426618591154604,-0.10946293742131963,0,0,1,0,0,0,0,0
-0.18406724583231301,-0.5224238259993917,0.16566951772967145,-0.5748368001981693,-1.1389766949896887,-0.3192301749860505,0,0,1,0,0,0,0,0
-1.1961329550715818,-0.8695313432412561,-0.42292955038612456,-0.5748368001981693,-0.9935341247160121,-0.3900974849741352,1,0,0,0,0,0,0,0
-0.18406724583231301,0.05516308269107049,0.7542685858454675,-0.129910549654015,1.188104429389137,-0.41277502417032236,0,0,0,0,1,0,0,0
-1.1961329550715818,-0.5557461476546108,-1.0115286185019206,-0.5748368001981693,-1.1389766949896887,-0.13497516901703013,1,0,0,0,0,0,0,0
-0.18406724583231301,-0.30582873524046844,0.16566951772967145,-0.5748368001981693,-0.7996106976844433,-0.3050567129884335,0,1,0,0,0,0,0,0
-0.18406724583231301,0.22177469096716537,1.0485681199033654,0.5374788261622164,1.188104429389137,-0.22001594100273184,0,0,0,0,0,0,0,1
-0.18406724583231301,-0.5307544064131966,-0.12863001632822654,-0.7972999254702464,-1.187457551747581,-0.3759240229765183,0,0,1,0,0,0,0,0
-1.1961329550715818,-0.48354778406830295,0.45996905178756947,0.9824050767063707,1.1396235726312447,-0.43261787096698606,0,0,0,0,0,0,0,0
0.8279984634069557,0.19400608958781623,-1.0115286185019206,-0.3523736749260921,0.17000643747340077,0.12014711859315096,0,1,0,0,0,0,0,0
0.8279984634069557,1.5824361585552738,-0.7172290844440226,2.5396469536109105,0.9941810023575682,1.509146422706536,0,0,1,0,0,0,0,0
-0.18406724583231301,-0.3335973366198176,-0.12863001632822654,-0.5748368001981693,-0.5087255571370901,-0.22001594100273184,1,0,0,0,0,0,0,0
-0.18406724583231301,0.40227059993293485,3.4029643923665494,2.3171838283388335,0.8972192888417838,0.40361638689241397,0,0,1,0,0,0,0,0
-0.18406724583231301,-0.4863246442062379,1.6371671880191616,0.5374788261622164,0.9941810023575682,-0.27670978899319965,0,1,0,0,0,0,0,0
